timestamp,pattern_label,servo_4_mm,servo_3_mm,servo_9_mm,servo_5_mm,servo_2_mm,servo_8_mm,servo_6_mm,servo_1_mm,servo_7_mm,tip_x,tip_y,tip_z
1778538602.52163,rep1_tendon0_id4_pull,-0.061359,-0.03068,-0.01534,-0.046019,-0.01534,-0.01534,0.0,0.0,-0.107379,-2.085078,8.168024,187.961009
1778538603.166227,rep1_tendon0_id4_pull,-0.690291,-0.674952,-0.598253,-0.613592,-0.659612,-0.582913,-0.567573,-0.567573,-0.674952,-2.239707,9.726105,188.101288
1778538608.924723,rep1_tendon0_id4_pull,0.214757,-6.181943,-6.197283,-6.258642,-6.059225,-6.151264,-6.120584,-6.105244,-6.197283,-12.368466,9.117368,187.740014
1778538609.462704,rep1_tendon0_id4_pull,0.659612,-6.718837,-6.749516,-6.780196,-6.550099,-6.626798,-6.688157,-6.596118,-6.749516,-24.726536,7.483671,186.467858
1778538610.013866,rep1_tendon0_id4_pull,1.165826,-7.225051,-7.209711,-7.317089,-7.071652,-7.163691,-7.24039,-7.102332,-7.317089,-38.376795,6.702733,183.957136
1778538610.597808,rep1_tendon0_id4_pull,1.733399,-7.746604,-7.731264,-7.915342,-7.639225,-7.792623,-7.792623,-7.700585,-7.884662,-53.106735,5.214862,179.926868
1778538611.142495,rep1_tendon0_id4_pull,2.193593,-8.329517,-8.329517,-8.452235,-8.160779,-8.283497,-8.329517,-8.191459,-8.421556,-64.740712,4.083058,175.688837
1778538611.675315,rep1_tendon0_id4_pull,2.684467,-8.820391,-8.774371,-8.958449,-8.636313,-8.85107,-8.820391,-8.713012,-8.943109,-78.241912,2.806158,169.489388
1778538612.217343,rep1_tendon0_id4_pull,3.144661,-9.265245,-9.311265,-9.526022,-9.127187,-9.387964,-9.372624,-9.219226,-9.449323,-90.103457,1.659244,162.799164
1778538612.766816,rep1_tendon0_id4_pull,3.666215,-9.802139,-9.832818,-9.955537,-9.66408,-9.924857,-9.894177,-9.740779,-9.955537,-102.573183,0.631967,154.282698
1778538613.316507,rep1_tendon0_id4_pull,4.172428,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.970876,-113.268644,-0.178464,145.609858
1778538614.504465,rep1_tendon0_id4_pull,4.172428,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-115.877576,-0.513265,143.152897
1778538615.050263,rep1_tendon0_id4_pull,3.727574,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-107.611992,0.203326,150.282968
1778538615.588866,rep1_tendon0_id4_pull,3.19068,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-93.898871,0.456061,160.38902
1778538616.1246,rep1_tendon0_id4_pull,2.669127,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-81.819032,1.356686,167.637458
1778538616.683657,rep1_tendon0_id4_pull,2.147573,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-66.478161,3.130315,175.037061
1778538617.20558,rep1_tendon0_id4_pull,1.64136,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-52.398343,4.706927,180.227522
1778538617.75876,rep1_tendon0_id4_pull,1.089127,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-38.124087,6.29154,184.09858
1778538618.309338,rep1_tendon0_id4_pull,0.567573,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.970876,-24.422019,7.888958,186.564347
1778538618.858359,rep1_tendon0_id4_pull,0.061359,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-16.78017,8.624465,187.432933
1778538622.61427,rep1_tendon0_id4_pull_hold,-3.482137,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-13.929632,8.882222,187.675767
1778538634.417865,rep1_tendon1_id3_pull,-9.986216,-0.521554,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.807587,5.25009,188.066564
1778538634.975916,rep1_tendon1_id3_pull,-9.986216,-0.061359,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-2.173338,-2.091817,188.350075
1778538635.520753,rep1_tendon1_id3_pull,-9.986216,0.444854,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,6.193689,-10.628986,187.867347
1778538636.067404,rep1_tendon1_id3_pull,-10.001556,0.951068,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,14.13033,-18.74883,186.60402
1778538636.604545,rep1_tendon1_id3_pull,-9.986216,1.472622,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,22.55869,-27.731949,184.323956
1778538637.150436,rep1_tendon1_id3_pull,-9.986216,1.948156,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,30.763111,-36.905647,181.078562
1778538637.689278,rep1_tendon1_id3_pull,-10.001556,2.45437,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,39.134174,-46.686483,176.559521
1778538638.456398,rep1_tendon1_id3_pull,-10.001556,2.39301,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,40.567476,-48.119809,175.754699
1778538638.992005,rep1_tendon1_id3_pull,-9.986216,1.871457,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,31.461614,-37.796984,180.754075
1778538639.537505,rep1_tendon1_id3_pull,-9.986216,1.349903,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,22.354009,-28.684391,184.256118
1778538640.067293,rep1_tendon1_id3_pull,-10.001556,0.84369,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,12.7214,-18.044683,186.862052
1778538640.604473,rep1_tendon1_id3_pull,-10.001556,0.306796,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,4.856302,-9.168045,188.028339
1778538641.167773,rep1_tendon1_id3_pull,-9.986216,-0.245437,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.058315,-3.447102,188.356836
1778538646.942449,rep1_tendon2_id9_pull,-10.001556,-5.783108,-9.740779,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-1.267653,-0.92201,188.386087
1778538656.63819,rep1_tendon2_id9_pull,-9.986216,-9.955537,-0.429515,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.510641,4.0923,188.344195
1778538657.1752,rep1_tendon2_id9_pull,-9.986216,-9.955537,0.061359,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,7.598112,14.208187,187.626722
1778538657.730488,rep1_tendon2_id9_pull,-9.986216,-9.955537,0.598253,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,12.672735,25.365441,186.024631
1778538658.268392,rep1_tendon2_id9_pull,-9.986216,-9.955537,1.119806,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.970876,17.319042,36.297167,183.585131
1778538658.798357,rep1_tendon2_id9_pull,-10.001556,-9.955537,1.62602,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,22.325239,47.16882,180.231176
1778538659.350965,rep1_tendon2_id9_pull,-9.986216,-9.955537,2.132234,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,27.406453,57.684757,175.985537
1778538659.910073,rep1_tendon2_id9_pull,-9.986216,-9.955537,2.669127,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,32.46533,68.629703,170.495349
1778538660.671003,rep1_tendon2_id9_pull,-9.986216,-9.955537,2.300972,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.970876,28.428949,63.493625,173.535016
1778538661.217483,rep1_tendon2_id9_pull,-9.986216,-9.955537,1.748738,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,20.542558,51.639822,179.133655
1778538661.764218,rep1_tendon2_id9_pull,-9.986216,-9.955537,1.211845,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,12.927453,40.802455,183.042616
1778538662.308811,rep1_tendon2_id9_pull,-9.986216,-9.955537,0.659612,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,6.071569,30.289659,185.662128
1778538662.840083,rep1_tendon2_id9_pull,-9.986216,-9.955537,0.138058,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.188377,22.035129,187.014338
1778538664.367924,rep1_tendon2_id9_pull,-9.986216,-9.955537,-1.365243,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.064265,19.218837,187.371484
1778538678.423506,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,-0.460194,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-1.954299,16.830653,187.600547
1778538678.968852,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,-0.01534,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-8.756744,10.751268,187.881816
1778538679.518651,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,0.490874,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-17.287846,2.572609,187.443945
1778538680.050736,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,0.997088,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-26.34781,-5.657302,185.993538
1778538680.592833,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,1.472622,-9.986216,-9.986216,-9.986216,-9.986216,-9.970876,-35.000444,-13.05227,183.696824
1778538681.134936,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,1.994175,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-44.639492,-21.476939,180.016187
1778538681.67247,rep1_tendon3_id5_pull,-10.001556,-9.955537,-9.986216,2.500389,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-53.704576,-28.952057,175.505093
1778538682.432166,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,2.638447,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-57.681101,-32.440081,173.106359
1778538682.989013,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,2.116894,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-48.677492,-25.259159,178.107472
1778538683.543472,rep1_tendon3_id5_pull,-10.001556,-9.955537,-9.986216,1.59534,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-40.04488,-17.297842,182.06524
1778538684.091823,rep1_tendon3_id5_pull,-10.001556,-9.955537,-9.986216,1.089127,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-30.854676,-8.804987,185.063416
1778538684.642655,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,0.598253,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-22.631959,-1.345043,186.815671
1778538685.197923,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,0.03068,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-15.420236,5.0381,187.638094
1778538687.838565,rep1_tendon3_id5_pull,-9.986216,-9.955537,-9.986216,-2.500389,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-13.141156,6.718319,187.779523
1778538700.736017,rep1_tendon4_id2_pull,-10.001556,-9.955537,-9.986216,-9.986216,-0.720971,-9.986216,-9.986216,-9.986216,-9.986216,-10.081316,6.084274,188.02933
1778538701.285075,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,-0.245437,-9.986216,-9.986216,-9.986216,-9.986216,-3.068508,1.349836,188.371281
1778538701.814157,rep1_tendon4_id2_pull,-10.001556,-9.955537,-9.986216,-9.986216,0.260777,-9.986216,-9.986216,-9.986216,-9.986216,6.902281,-4.045786,188.077788
1778538702.36025,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,0.766991,-9.986216,-9.986216,-9.986216,-9.986216,17.60857,-9.085518,186.881736
1778538702.90525,rep1_tendon4_id2_pull,-10.001556,-9.955537,-9.986216,-9.986216,1.257864,-9.986216,-9.986216,-9.986216,-9.986216,28.189759,-13.778473,184.759023
1778538703.468596,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,1.794758,-9.986216,-9.986216,-9.986216,-9.986216,39.332872,-18.753698,181.484984
1778538703.998867,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,2.300972,-9.986216,-9.986216,-9.986216,-9.986216,49.697765,-23.647519,177.410484
1778538704.651647,rep1_tendon4_id2_pull,-10.001556,-9.955537,-9.986216,-9.986216,2.485049,-9.986216,-9.986216,-9.986216,-9.986216,54.912405,-25.904154,175.000159
1778538705.188904,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,1.978835,-9.986216,-9.986216,-9.986216,-9.986216,45.791911,-20.54005,179.394884
1778538705.759607,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,1.441942,-9.986216,-9.986216,-9.986216,-9.986216,35.872677,-13.364327,183.228046
1778538706.318621,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,0.905049,-9.986216,-9.986216,-9.986216,-9.986216,25.851097,-6.35405,185.950361
1778538706.872186,rep1_tendon4_id2_pull,-10.001556,-9.955537,-9.986216,-9.986216,0.383495,-9.986216,-9.986216,-9.986216,-9.986216,16.044356,0.31463,187.512689
1778538707.435541,rep1_tendon4_id2_pull,-9.986216,-9.955537,-9.986216,-9.986216,-0.153398,-9.986216,-9.986216,-9.986216,-9.986216,9.451311,4.531531,188.025208
1778538712.659708,rep1_tendon4_id2_pull_hold,-9.986216,-9.955537,-9.986216,-9.986216,-5.092817,-9.986216,-9.986216,-9.986216,-9.986216,6.856786,5.835696,188.123668
1778538722.83565,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-0.429515,-9.986216,-9.986216,-9.986216,5.540015,9.594427,187.996895
1778538723.376665,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,0.046019,-9.986216,-9.986216,-9.986216,1.35124,17.119529,187.439946
1778538723.922413,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,0.552233,-9.986216,-9.986216,-9.986216,-2.216568,26.041916,186.189542
1778538724.469251,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,1.089127,-9.986216,-9.986216,-9.986216,-3.163651,37.962271,183.664785
1778538725.014594,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,1.59534,-9.986216,-9.986216,-9.986216,-3.661853,49.439374,180.284186
1778538725.552361,rep1_tendon5_id8_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,2.101554,-9.986216,-9.986216,-9.986216,-4.274755,59.814264,176.345448
1778538726.098886,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,2.638447,-9.986216,-9.986216,-9.986216,-5.096706,71.204141,170.95664
1778538726.759819,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,2.515729,-9.986216,-9.986216,-9.986216,-5.253282,70.457411,171.362586
1778538727.310331,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,1.978835,-9.986216,-9.986216,-9.986216,-4.892856,60.253757,176.332215
1778538727.860444,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,1.441942,-9.986216,-9.986216,-9.986216,-4.603368,49.443311,180.537586
1778538728.385602,rep1_tendon5_id8_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,0.920389,-9.986216,-9.986216,-9.986216,-4.157918,38.558834,183.765002
1778538728.931499,rep1_tendon5_id8_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,0.383495,-9.986216,-9.986216,-9.970876,-3.661339,28.775058,185.901791
1778538729.702816,rep1_tendon5_id8_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-0.322136,-9.986216,-9.986216,-9.986216,-3.319054,24.628616,186.585837
1778538742.542932,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-2.715146,-9.986216,-9.986216,-3.007131,22.031957,186.969604
1778538744.710609,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-0.598253,-9.986216,-9.986216,-5.400643,18.479506,187.339838
1778538745.24852,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-0.107379,-9.986216,-9.986216,-10.373991,11.89344,187.692529
1778538745.801761,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,0.368155,-9.986216,-9.986216,-15.666191,4.31542,187.521958
1778538746.35304,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,0.905049,-9.986216,-9.986216,-21.171537,-4.755212,186.659284
1778538746.893897,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,1.426602,-9.986216,-9.986216,-25.878354,-13.820371,185.11868
1778538747.427243,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,1.917476,-9.986216,-9.986216,-29.97059,-22.341011,183.03214
1778538747.968655,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,2.42369,-9.986216,-9.986216,-34.254524,-31.423698,180.08104
1778538748.727864,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,2.653787,-9.986216,-9.986216,-36.155364,-36.621009,178.140793
1778538749.27478,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,2.116894,-9.986216,-9.986216,-31.765052,-30.05955,181.151077
1778538749.81882,rep1_tendon6_id6_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,1.59534,-9.986216,-9.986216,-26.609567,-22.820662,183.855522
1778538750.368011,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,1.058447,-9.986216,-9.986216,-21.177068,-15.288322,185.949176
1778538750.910502,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,0.536893,-9.986216,-9.986216,-15.793614,-7.729841,187.347049
1778538751.453006,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,0.0,-9.986216,-9.986216,-11.032215,-1.026734,188.037664
1778538752.319509,rep1_tendon6_id6_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-0.874369,-9.986216,-9.986216,-8.971832,1.870614,188.202689
1778538766.436346,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-1.119806,-9.986216,-7.101484,3.539098,188.258306
1778538766.994312,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.598253,-9.986216,-3.116328,4.527652,188.31545
1778538767.536361,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.092039,-9.986216,4.630688,8.77633,188.016266
1778538768.085073,rep1_tendon7_id1_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.398835,-9.986216,14.412981,11.73955,187.033214
1778538768.627921,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.874369,-9.986216,23.324944,12.23887,185.695359
1778538769.172842,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.411263,-9.986216,33.957233,12.877042,183.327567
1778538769.710561,rep1_tendon7_id1_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.932816,-9.986216,43.500078,13.448071,180.428642
1778538770.248511,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.43903,-9.986216,52.855241,13.93734,176.865261
1778538770.909109,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.546408,-9.986216,56.562449,13.922205,175.342784
1778538771.444356,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.009515,-9.986216,48.786915,13.49603,178.769037
1778538771.986191,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.487962,-9.986216,40.727483,13.014286,181.718588
1778538772.527331,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.966408,-9.986216,32.558308,12.365124,184.108833
1778538773.060889,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.460194,-9.986216,24.152499,11.754404,185.928608
1778538773.602091,rep1_tendon7_id1_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.03068,-9.986216,16.655115,11.226095,187.101441
1778538774.231676,rep1_tendon7_id1_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.613592,-9.986216,12.067699,10.889328,187.577236
1778538783.332367,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.295925,-6.059225,9.345995,10.756685,187.785555
1778538788.908668,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.690291,7.15944,13.738276,187.673466
1778538789.450799,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.214757,2.462626,19.006504,187.272473
1778538790.003252,rep1_tendon8_id7_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.291456,-3.457811,25.4567,186.296809
1778538790.536233,rep1_tendon8_id7_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.82835,-9.967614,32.620656,184.56532
1778538791.086448,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.349903,-16.394862,39.598203,182.212708
1778538791.627981,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.856117,-22.251734,46.151656,179.363491
1778538792.177934,rep1_tendon8_id7_pull,-10.001556,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.39301,-28.394971,53.170354,175.654178
1778538792.721305,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.791845,-33.325543,58.784277,172.095305
1778538793.37386,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,2.239612,-29.257968,52.973622,175.721308
1778538793.919298,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.718059,-24.439538,46.845497,179.088721
1778538794.450251,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,1.196505,-19.202191,40.566007,181.904471
1778538795.003261,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.659612,-13.64208,33.978104,184.274053
1778538795.543545,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,0.138058,-8.951477,28.336392,185.777278
1778538796.086071,rep1_tendon8_id7_pull,-9.986216,-9.955537,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-9.986216,-0.368155,-5.710243,24.511913,186.574246
1778538811.762204,rep1_seg1_dir0,-0.076699,-0.184078,-0.092039,-0.076699,-0.352816,-0.092039,-0.184078,-0.245437,-0.01534,-3.376555,14.229172,187.573774
1778538812.398662,rep1_seg1_dir0,0.306796,-0.214757,-0.230097,0.260777,-0.383495,-0.092039,0.0,-0.460194,0.061359,-10.366272,10.192343,187.602207
1778538812.9365,rep1_seg1_dir0,0.598253,-0.398835,-0.398835,0.521554,-0.674952,-0.092039,0.184078,-0.79767,0.199418,-20.595847,8.488818,186.778069
1778538813.474171,rep1_seg1_dir0,0.951068,-0.552233,-0.552233,0.84369,-0.966408,-0.092039,0.352816,-1.135146,0.383495,-31.497549,7.129552,185.137299
1778538814.027595,rep1_seg1_dir0,1.242525,-0.720971,-0.736311,1.135146,-1.273204,-0.092039,0.552233,-1.487962,0.582913,-42.608028,5.97274,182.696692
1778538814.567721,rep1_seg1_dir0,1.61068,-0.889709,-0.905049,1.411263,-1.564661,-0.092039,0.720971,-1.825437,0.705631,-53.43151,4.689018,179.532856
1778538815.110993,rep1_seg1_dir0,1.932816,-1.058447,-1.073787,1.733399,-1.856117,-0.092039,0.874369,-2.162913,0.920389,-63.846508,3.913928,175.688779
1778538815.636903,rep1_seg1_dir0,2.239612,-1.227185,-1.242525,2.009515,-2.147573,-0.092039,1.043107,-2.469709,1.058447,-73.639213,2.863567,171.310682
1778538816.170571,rep1_seg1_dir0,2.577088,-1.395923,-1.411263,2.300972,-2.43903,-0.092039,1.242525,-2.822525,1.227185,-83.394869,2.004335,166.201249
1778538816.737465,rep1_seg1_dir0,2.899224,-1.564661,-1.59534,2.607768,-2.730486,-0.092039,1.411263,-3.160001,1.426602,-93.244579,1.197304,160.129155
1778538817.287374,rep1_seg1_dir0,3.20602,-1.733399,-1.748738,2.883884,-3.037282,-0.092039,1.59534,-3.512816,1.61068,-101.929297,0.825029,153.90011
1778538817.828602,rep1_seg1_dir0,3.543496,-1.902136,-1.932816,3.20602,-3.328739,-0.092039,1.733399,-3.834952,1.764078,-109.997712,0.025741,147.33129
1778538818.374159,rep1_seg1_dir0,3.804273,-2.070874,-2.086214,3.497477,-3.620195,-0.092039,1.932816,-4.203108,1.932816,-117.905494,-0.813267,139.916685
1778538818.928644,rep1_seg1_dir0,4.172428,-2.254952,-2.270292,3.773593,-3.926991,-0.092039,2.132234,-4.525244,2.116894,-125.620755,-1.34861,131.838787
1778538819.465819,rep1_seg1_dir0,4.494564,-2.42369,-2.43903,4.080389,-4.218448,-0.076699,2.270292,-4.86272,2.285632,-132.158465,-1.732595,123.953812
1778538824.177658,rep1_seg1_dir0,4.601943,-2.316311,-2.346991,4.03437,-4.03437,-0.092039,2.331651,-4.83204,2.331651,-133.617784,-1.864488,122.084444
1778538824.712142,rep1_seg1_dir0,4.310487,-2.162913,-2.178253,3.788933,-3.804273,-0.076699,2.162913,-4.479225,2.162913,-128.296943,-1.635342,128.702762
